"Table 3. Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC: 2018, 2021 and 2023p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region/Province/HUC,2018,,,,,,,,,,,2021,,,,,,,,,,,2023p,,,,,,,,,,,Percent Change (2018 to 2021),,,,,,,,,,,Percent Change (2021 to 2023),,,,,,,,,,
,(In millions),,,,,,,,,,,(In millions),,,,,,,,,,,(In millions),,,,,,,,,,,(In percent),,,,,,,,,,,(In percent),,,,,,,,,,
,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyte (Excluding City of Tacloban)," 92,994.85 "," 3,886.22 "," 4,766.04 "," 5,265.83 "," 4,956.45 "," 6,220.66 "," 7,011.69 "," 7,471.74 "," 9,014.11 "," 13,323.19 "," 31,078.92 "," 105,801.03 "," 4,467.82 "," 5,451.90 "," 5,957.65 "," 6,765.21 "," 6,455.67 "," 8,082.11 "," 8,845.43 "," 11,318.72 "," 15,367.13 "," 33,089.38 "," 126,750.23 "," 6,388.41 "," 7,514.51 "," 8,151.27 "," 9,151.00 "," 9,446.66 "," 9,990.75 "," 11,088.38 "," 12,342.04 "," 18,152.39 "," 34,524.81 ",13.8,15.0,14.4,13.1,36.5,3.8,15.3,18.4,25.6,15.3,6.5,19.8,43.0,37.8,36.8,35.3,46.3,23.6,25.4,9.0,18.1,4.3
City of Tacloban," 21,061.34 ", 780.29 , 906.96 ," 1,092.90 "," 1,151.54 "," 1,293.88 "," 1,471.31 "," 2,035.42 "," 2,665.88 "," 3,580.45 "," 6,082.71 "," 22,929.77 ", 778.24 , 961.88 ," 1,017.06 "," 1,154.09 "," 1,226.08 "," 1,643.31 "," 1,902.08 "," 2,746.80 "," 3,640.55 "," 7,859.70 "," 24,065.31 "," 1,016.20 "," 1,235.94 "," 1,380.71 "," 1,457.11 "," 1,592.23 "," 1,903.67 "," 2,154.70 "," 2,946.45 "," 3,789.41 "," 6,588.89 ",8.9,-0.3,6.1,-6.9,0.2,-5.2,11.7,-6.6,3.0,1.7,29.2,5.0,30.6,28.5,35.8,26.3,29.9,15.8,13.3,7.3,4.1,-16.2
Northern Samar," 33,767.33 "," 1,472.20 "," 1,651.63 "," 1,883.47 "," 2,059.93 "," 2,085.38 "," 2,460.50 "," 2,727.03 "," 3,191.93 "," 4,788.87 "," 11,446.39 "," 36,725.44 "," 1,742.16 "," 2,027.52 "," 2,334.50 "," 2,480.31 "," 2,716.53 "," 2,922.46 "," 3,070.30 "," 3,462.80 "," 5,099.95 "," 10,868.92 "," 42,910.81 "," 2,032.26 "," 2,475.72 "," 2,757.18 "," 3,183.98 "," 3,334.28 "," 3,663.64 "," 3,931.51 "," 4,595.90 "," 5,909.83 "," 11,026.51 ",8.8,18.3,22.8,24.0,20.4,30.3,18.8,12.6,8.5,6.5,-5.0,16.8,16.7,22.1,18.1,28.4,22.7,25.4,28.1,32.7,15.9,1.5
Samar (Western Samar)," 36,957.47 "," 1,768.24 "," 2,212.39 "," 2,402.67 "," 2,374.34 "," 2,479.23 "," 2,809.42 "," 3,443.09 "," 3,446.21 "," 5,386.64 "," 10,635.25 "," 42,696.33 "," 1,780.14 "," 2,244.21 "," 2,513.18 "," 2,832.03 "," 3,063.90 "," 3,222.31 "," 3,637.77 "," 4,348.14 "," 5,471.77 "," 13,582.88 "," 45,360.92 "," 2,191.24 "," 2,619.53 "," 2,855.78 "," 3,228.51 "," 3,292.88 "," 3,460.20 "," 3,729.53 "," 4,359.29 "," 5,951.91 "," 13,672.06 ",15.5,0.7,1.4,4.6,19.3,23.6,14.7,5.7,26.2,1.6,27.7,6.2,23.1,16.7,13.6,14.0,7.5,7.4,2.5,0.3,8.8,0.7
Southern Leyte," 21,038.79 "," 1,028.66 "," 1,224.39 "," 1,373.35 "," 1,425.79 "," 1,432.54 "," 1,626.60 "," 1,762.14 "," 2,198.01 "," 3,033.75 "," 5,933.56 "," 24,129.63 "," 1,146.01 "," 1,356.98 "," 1,527.38 "," 1,673.60 "," 1,698.52 "," 1,873.65 "," 2,074.46 "," 2,658.05 "," 3,468.22 "," 6,652.77 "," 29,829.09 "," 1,696.27 "," 1,753.07 "," 2,031.69 "," 2,051.57 "," 2,210.64 "," 2,232.09 "," 2,595.05 "," 3,104.69 "," 4,122.30 "," 8,031.72 ",14.7,11.4,10.8,11.2,17.4,18.6,15.2,17.7,20.9,14.3,12.1,23.6,48.0,29.2,33.0,22.6,30.2,19.1,25.1,16.8,18.9,20.7
Biliran," 10,929.88 ", 499.61 , 609.03 , 630.91 , 631.26 , 699.83 , 743.89 , 877.54 ," 1,033.23 "," 1,528.86 "," 3,675.72 "," 12,356.26 ", 486.70 , 600.74 , 696.81 , 678.25 , 787.92 , 886.90 , 997.69 ," 1,211.94 "," 2,016.70 "," 3,992.60 "," 13,876.29 ", 709.18 , 830.11 , 853.56 , 920.80 , 981.30 , 986.30 ," 1,071.62 "," 1,350.96 "," 2,030.85 "," 4,141.59 ",13.1,-2.6,-1.4,10.5,7.4,12.6,19.2,13.7,17.3,31.9,8.6,12.3,45.7,38.2,22.5,35.8,24.5,11.2,7.4,11.5,0.7,3.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION IX - ZAMBOANGA PENINSULA," 191,058.61 "," 8,144.53 "," 9,921.59 "," 11,292.64 "," 11,931.79 "," 12,876.52 "," 14,619.90 "," 16,593.21 "," 18,852.00 "," 27,592.07 "," 59,234.38 "," 208,595.22 "," 8,626.28 "," 10,751.10 "," 12,541.66 "," 13,325.93 "," 14,920.00 "," 16,401.19 "," 17,842.83 "," 21,405.96 "," 28,936.07 "," 63,844.20 "," 230,654.69 "," 10,517.40 "," 12,862.27 "," 14,434.80 "," 15,523.29 "," 17,251.66 "," 18,814.58 "," 20,892.89 "," 23,626.47 "," 30,307.98 "," 66,423.34 ",9.2,5.9,8.4,11.1,11.7,15.9,12.2,7.5,13.6,4.9,7.8,10.6,21.9,19.6,15.1,16.5,15.6,14.7,17.1,10.4,4.7,4.0
Zamboanga Del Norte," 47,453.69 "," 2,122.99 "," 2,627.56 "," 2,785.01 "," 3,030.78 "," 3,243.91 "," 3,408.90 "," 4,070.57 "," 4,713.95 "," 6,775.25 "," 14,674.78 "," 53,578.76 "," 2,398.87 "," 2,903.18 "," 3,220.88 "," 3,376.97 "," 3,625.72 "," 3,800.89 "," 4,149.28 "," 5,070.50 "," 7,440.40 "," 17,592.06 "," 59,611.72 "," 3,213.79 "," 3,445.37 "," 3,967.85 "," 4,201.87 "," 4,339.20 "," 4,603.42 "," 4,904.85 "," 5,617.15 "," 7,013.25 "," 18,304.97 ",12.9,13.0,10.5,15.7,11.4,11.8,11.5,1.9,7.6,9.8,19.9,11.3,34.0,18.7,23.2,24.4,19.7,21.1,18.2,10.8,-5.7,4.1
Zamboanga Del Sur (Excluding City of Zamboanga)," 41,012.70 "," 1,971.44 "," 2,437.63 "," 2,588.32 "," 2,884.78 "," 2,846.37 "," 3,093.83 "," 3,433.45 "," 3,939.66 "," 5,365.25 "," 12,451.97 "," 51,600.80 "," 2,069.25 "," 2,459.80 "," 2,955.29 "," 3,235.40 "," 3,388.50 "," 3,984.42 "," 4,367.27 "," 5,076.62 "," 7,382.60 "," 16,681.65 "," 53,316.34 "," 2,079.25 "," 2,769.56 "," 3,115.17 "," 3,164.28 "," 3,565.82 "," 4,020.49 "," 4,246.93 "," 5,061.90 "," 7,684.08 "," 17,608.85 ",25.8,5.0,0.9,14.2,12.2,19.1,28.8,27.2,28.9,37.6,34.0,3.3,0.5,12.6,5.4,-2.2,5.2,0.9,-2.8,-0.3,4.1,5.6
City of Zamboanga," 62,650.61 "," 3,583.12 "," 3,743.34 "," 4,191.63 "," 4,381.76 "," 4,425.28 "," 5,054.52 "," 5,426.35 "," 6,825.71 "," 8,899.33 "," 16,119.57 "," 57,821.19 "," 3,570.66 "," 3,906.55 "," 4,320.47 "," 4,417.15 "," 4,663.47 "," 5,229.20 "," 5,403.70 "," 6,141.31 "," 7,230.49 "," 12,938.21 "," 64,383.56 "," 4,353.46 "," 4,869.40 "," 5,241.08 "," 5,380.76 "," 5,537.79 "," 5,971.26 "," 5,952.81 "," 6,643.23 "," 7,701.29 "," 12,732.49 ",-7.7,-0.4,4.4,3.1,0.8,5.4,3.5,-0.4,-10.0,-18.8,-19.7,11.4,21.9,24.7,21.3,21.8,18.8,14.2,10.2,8.2,6.5,-1.6
Zamboanga Sibugay," 34,927.53 "," 1,481.84 "," 1,679.42 "," 1,745.17 "," 2,035.14 "," 2,019.26 "," 2,237.59 "," 2,594.28 "," 3,012.16 "," 4,542.81 "," 13,579.86 "," 39,530.15 "," 1,549.17 "," 1,922.08 "," 1,910.25 "," 2,263.89 "," 2,328.73 "," 2,551.94 "," 3,017.13 "," 3,369.02 "," 4,967.78 "," 15,650.16 "," 44,873.69 "," 2,107.50 "," 2,381.78 "," 2,465.49 "," 2,582.52 "," 2,705.97 "," 3,036.22 "," 3,516.26 "," 4,296.88 "," 5,976.01 "," 15,805.07 ",13.2,4.5,14.5,9.5,11.2,15.3,14.1,16.3,11.9,9.4,15.3,13.5,36.0,23.9,29.1,14.1,16.2,19.0,16.5,27.5,20.3,1.0
Isabela City," 5,014.08 ", 264.66 , 305.89 , 308.07 , 334.26 , 323.68 , 374.77 , 388.53 , 494.54 , 815.39 ," 1,404.29 "," 6,064.32 ", 319.55 , 386.14 , 414.71 , 457.32 , 493.41 , 543.05 , 573.16 , 588.43 , 830.33 ," 1,458.22 "," 8,469.36 ", 541.00 , 569.64 , 616.89 , 642.32 , 671.08 , 682.14 , 745.23 , 929.12 ," 1,092.76 "," 1,979.20 ",21.0,20.7,26.2,34.6,36.8,52.4,44.9,47.5,19.0,1.8,3.8,39.7,69.3,47.5,48.8,40.5,36.0,25.6,30.0,57.9,31.6,35.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION X - NORTHERN MINDANAO," 280,507.56 "," 12,418.63 "," 14,541.11 "," 15,954.21 "," 17,274.29 "," 19,364.78 "," 21,644.83 "," 25,184.63 "," 29,955.26 "," 41,416.25 "," 82,753.57 "," 306,603.44 "," 13,010.74 "," 16,206.04 "," 18,050.58 "," 20,032.01 "," 21,521.80 "," 23,604.88 "," 27,669.69 "," 31,728.02 "," 45,104.61 "," 89,675.07 "," 366,374.02 "," 16,540.64 "," 20,062.42 "," 22,373.73 "," 24,478.54 "," 27,338.07 "," 29,991.42 "," 34,364.75 "," 39,355.39 "," 50,412.00 "," 101,457.05 ",9.3,4.8,11.5,13.1,16.0,11.1,9.1,9.9,5.9,8.9,8.4,19.5,27.1,23.8,24.0,22.2,27.0,27.1,24.2,24.0,11.8,13.1
Bukidnon," 73,886.28 "," 3,411.84 "," 4,047.44 "," 4,366.87 "," 4,781.90 "," 4,999.41 "," 5,863.55 "," 6,173.07 "," 7,997.13 "," 9,685.91 "," 22,559.15 "," 86,548.18 "," 3,455.78 "," 4,463.41 "," 4,997.69 "," 5,144.02 "," 6,350.51 "," 6,930.68 "," 7,441.01 "," 8,860.57 "," 12,218.26 "," 26,686.26 "," 92,530.01 "," 4,691.98 "," 5,240.60 "," 6,033.88 "," 6,476.99 "," 7,400.22 "," 8,268.81 "," 9,026.41 "," 9,971.43 "," 11,889.66 "," 23,530.03 ",17.1,1.3,10.3,14.5,7.6,27.0,18.2,20.5,10.8,26.1,18.3,6.9,35.8,17.4,20.7,25.9,16.5,19.3,21.3,12.5,-2.7,-11.8
Camiguin," 5,197.92 ", 236.61 , 317.93 , 324.61 , 350.83 , 367.31 , 449.51 , 507.91 , 578.12 , 722.59 ," 1,342.49 "," 6,479.63 ", 259.11 , 343.55 , 408.51 , 383.06 , 421.39 , 484.33 , 541.12 , 622.56 , 912.02 ," 2,103.98 "," 7,451.23 ", 380.23 , 445.79 , 433.88 , 505.87 , 528.35 , 541.73 , 657.54 , 730.78 ," 1,160.52 "," 2,066.56 ",24.7,9.5,8.1,25.9,9.2,14.7,7.8,6.5,7.7,26.2,56.7,15.0,46.7,29.8,6.2,32.1,25.4,11.9,21.5,17.4,27.3,-1.8
Lanao Del Norte (Excluding City of Iligan)," 31,066.34 "," 1,747.80 "," 1,973.38 "," 2,181.53 "," 2,216.58 "," 2,431.22 "," 2,571.24 "," 2,593.15 "," 3,006.84 "," 4,048.24 "," 8,296.37 "," 29,893.90 "," 1,573.56 "," 1,869.25 "," 2,067.90 "," 2,236.75 "," 2,279.84 "," 2,529.85 "," 2,696.59 "," 3,194.54 "," 3,752.69 "," 7,692.94 "," 42,500.90 "," 2,036.97 "," 2,330.48 "," 2,503.62 "," 2,652.69 "," 3,010.28 "," 2,941.57 "," 3,280.54 "," 4,055.36 "," 5,261.25 "," 14,428.14 ",-3.8,-10.0,-5.3,-5.2,0.9,-6.2,-1.6,4.0,6.2,-7.3,-7.3,42.2,29.5,24.7,21.1,18.6,32.0,16.3,21.7,27.0,40.2,87.6
City of Iligan," 23,692.53 ", 961.09 ," 1,212.13 "," 1,395.69 "," 1,508.74 "," 1,813.02 "," 1,960.55 "," 2,288.01 "," 2,739.40 "," 3,702.16 "," 6,111.75 "," 25,502.45 "," 1,138.30 "," 1,458.51 "," 1,519.25 "," 1,729.69 "," 1,792.61 "," 2,185.28 "," 2,495.25 "," 2,967.03 "," 3,531.16 "," 6,685.39 "," 34,520.13 "," 1,350.33 "," 1,963.36 "," 1,962.49 "," 2,257.44 "," 2,344.25 "," 2,893.98 "," 3,226.39 "," 3,749.72 "," 4,770.37 "," 10,001.81 ",7.6,18.4,20.3,8.9,14.6,-1.1,11.5,9.1,8.3,-4.6,9.4,35.4,18.6,34.6,29.2,30.5,30.8,32.4,29.3,26.4,35.1,49.6
Misamis Occidental," 29,981.61 "," 1,529.69 "," 1,721.36 "," 1,920.86 "," 1,976.34 "," 2,079.57 "," 2,353.03 "," 2,519.72 "," 3,080.13 "," 4,466.88 "," 8,334.03 "," 35,880.60 "," 1,787.71 "," 2,115.40 "," 2,263.01 "," 2,628.47 "," 2,393.72 "," 2,468.11 "," 2,852.03 "," 3,340.23 "," 4,803.01 "," 11,228.92 "," 41,680.63 "," 1,844.61 "," 2,385.40 "," 2,366.97 "," 2,657.40 "," 2,915.23 "," 2,999.38 "," 3,264.00 "," 4,059.09 "," 6,295.52 "," 12,893.03 ",19.7,16.9,22.9,17.8,33.0,15.1,4.9,13.2,8.4,7.5,34.7,16.2,3.2,12.8,4.6,1.1,21.8,21.5,14.4,21.5,31.1,14.8
"Misamis Oriental 
(Excluding City of Cagayan de Oro)"," 50,553.50 "," 2,285.39 "," 2,701.05 "," 2,921.70 "," 3,310.74 "," 3,697.55 "," 4,147.39 "," 4,830.90 "," 5,276.73 "," 6,803.17 "," 14,578.87 "," 53,385.44 "," 2,583.04 "," 3,191.71 "," 3,375.20 "," 3,689.48 "," 4,092.58 "," 4,309.54 "," 4,985.70 "," 5,451.72 "," 7,251.82 "," 14,454.65 "," 68,407.76 "," 3,675.28 "," 4,288.79 "," 4,781.89 "," 4,924.00 "," 5,583.97 "," 5,535.29 "," 6,449.74 "," 6,962.73 "," 9,403.88 "," 16,802.18 ",5.6,13.0,18.2,15.5,11.4,10.7,3.9,3.2,3.3,6.6,-0.9,28.1,42.3,34.4,41.7,33.5,36.4,28.4,29.4,27.7,29.7,16.2
City of Cagayan de Oro," 66,129.38 "," 2,446.19 "," 3,092.93 "," 3,586.98 "," 3,961.12 "," 4,756.37 "," 5,232.12 "," 6,528.84 "," 7,405.98 "," 10,078.97 "," 19,039.89 "," 68,913.24 "," 3,064.28 "," 3,509.62 "," 3,815.33 "," 4,218.61 "," 5,089.80 "," 5,577.13 "," 6,835.23 "," 8,034.90 "," 9,654.35 "," 19,114.00 "," 79,283.36 "," 3,849.29 "," 4,520.22 "," 5,183.48 "," 5,626.78 "," 6,202.55 "," 7,624.61 "," 7,612.39 "," 8,348.88 "," 10,308.50 "," 20,006.67 ",4.2,25.3,13.5,6.4,6.5,7.0,6.6,4.7,8.5,-4.2,0.4,15.1,25.6,28.8,35.9,33.4,21.9,36.7,11.4,3.9,6.8,4.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION XI - DAVAO REGION," 346,634.63 "," 13,885.01 "," 17,588.66 "," 20,345.25 "," 22,246.05 "," 25,302.99 "," 27,583.88 "," 32,113.43 "," 38,355.71 "," 51,155.36 "," 98,058.30 "," 392,797.22 "," 16,105.87 "," 20,499.38 "," 23,096.38 "," 24,818.32 "," 28,274.39 "," 31,428.78 "," 35,652.57 "," 42,233.38 "," 54,312.50 "," 116,375.65 "," 468,674.28 "," 19,907.01 "," 24,982.95 "," 27,035.24 "," 30,271.22 "," 34,525.20 "," 37,754.86 "," 42,765.71 "," 50,732.48 "," 66,598.19 "," 134,101.41 ",13.3,16.0,16.6,13.5,11.6,11.7,13.9,11.0,10.1,6.2,18.7,19.3,23.6,21.9,17.1,22.0,22.1,20.1,20.0,20.1,22.6,15.2
Davao Del Norte," 63,876.73 "," 3,057.46 "," 3,932.91 "," 4,132.54 "," 4,828.94 "," 4,742.31 "," 5,302.50 "," 5,931.99 "," 6,983.37 "," 8,116.29 "," 16,848.44 "," 64,957.96 "," 3,317.46 "," 4,083.84 "," 4,465.91 "," 4,781.62 "," 5,357.99 "," 5,439.14 "," 6,204.17 "," 7,039.44 "," 8,255.90 "," 16,012.48 "," 68,967.05 "," 3,821.04 "," 4,666.55 "," 5,045.08 "," 5,662.62 "," 5,853.10 "," 6,067.21 "," 6,750.76 "," 7,433.37 "," 8,448.10 "," 15,219.23 ",1.7,8.5,3.8,8.1,-1.0,13.0,2.6,4.6,0.8,1.7,-5.0,6.2,15.2,14.3,13.0,18.4,9.2,11.6,8.8,5.6,2.3,-5.0
Davao Del Sur (Excluding City of Davao)," 44,437.59 "," 1,959.94 "," 2,392.72 "," 2,725.78 "," 2,801.08 "," 3,230.35 "," 3,266.42 "," 3,708.88 "," 4,299.54 "," 5,771.02 "," 14,281.86 "," 50,883.28 "," 2,249.08 "," 2,793.20 "," 3,053.40 "," 3,467.44 "," 3,731.64 "," 4,011.97 "," 4,599.74 "," 4,778.19 "," 6,167.69 "," 16,030.93 "," 61,206.66 "," 2,924.70 "," 3,577.20 "," 3,913.18 "," 3,974.24 "," 4,640.98 "," 4,924.56 "," 5,617.75 "," 6,054.68 "," 8,233.83 "," 17,345.54 ",14.5,14.8,16.7,12.0,23.8,15.5,22.8,24.0,11.1,6.9,12.3,20.3,30.0,28.1,28.2,14.6,24.4,22.8,22.1,26.7,33.5,8.2
City of Davao," 157,649.87 "," 6,400.97 "," 8,441.72 "," 10,125.21 "," 10,654.98 "," 12,084.76 "," 13,709.79 "," 15,620.00 "," 19,023.11 "," 21,935.11 "," 39,654.21 "," 192,210.28 "," 8,006.42 "," 9,824.71 "," 11,347.01 "," 12,154.04 "," 13,949.02 "," 15,444.00 "," 17,876.39 "," 21,296.53 "," 24,084.98 "," 58,227.18 "," 232,983.06 "," 7,633.18 "," 10,599.46 "," 12,704.38 "," 15,803.53 "," 17,041.30 "," 19,127.01 "," 21,823.04 "," 27,593.06 "," 31,293.98 "," 69,364.13 ",21.9,25.1,16.4,12.1,14.1,15.4,12.7,14.5,12.0,9.8,46.8,21.2,-4.7,7.9,12.0,30.0,22.2,23.9,22.1,29.6,29.9,19.1
Davao Oriental," 28,808.17 "," 1,630.02 "," 1,779.26 "," 2,007.16 "," 2,012.22 "," 1,994.24 "," 2,127.91 "," 2,272.43 "," 2,636.86 "," 3,543.92 "," 8,804.14 "," 31,179.28 "," 1,772.74 "," 2,137.05 "," 2,212.42 "," 2,230.35 "," 2,214.96 "," 2,455.74 "," 2,750.52 "," 2,957.28 "," 3,836.36 "," 8,611.85 "," 33,614.45 "," 2,199.51 "," 2,306.67 "," 2,530.62 "," 2,505.73 "," 2,742.76 "," 2,649.70 "," 2,915.92 "," 3,346.89 "," 4,186.62 "," 8,230.03 ",8.2,8.8,20.1,10.2,10.8,11.1,15.4,21.0,12.2,8.3,-2.2,7.8,24.1,7.9,14.4,12.4,23.8,7.9,6.0,13.2,9.1,-4.4
Davao De Oro," 39,038.19 "," 1,860.43 "," 2,397.00 "," 2,508.83 "," 2,529.46 "," 2,887.59 "," 3,516.76 "," 3,524.00 "," 4,123.20 "," 4,686.78 "," 11,004.13 "," 38,896.51 "," 1,951.96 "," 2,246.14 "," 2,594.60 "," 2,795.59 "," 3,134.93 "," 3,409.23 "," 3,540.72 "," 3,803.44 "," 5,220.92 "," 10,198.98 "," 54,227.12 "," 2,896.52 "," 3,346.16 "," 3,697.62 "," 4,167.92 "," 4,238.97 "," 4,587.79 "," 4,715.42 "," 5,496.87 "," 6,957.80 "," 14,122.05 ",-0.4,4.9,-6.3,3.4,10.5,8.6,-3.1,0.5,-7.8,11.4,-7.3,39.4,48.4,49.0,42.5,49.1,35.2,34.6,33.2,44.5,33.3,38.5
Davao Occidental," 12,824.07 ", 662.69 , 819.61 , 789.23 , 902.59 ," 1,003.46 "," 1,018.42 "," 1,130.53 "," 1,225.02 "," 1,606.10 "," 3,666.42 "," 14,669.91 ", 714.67 , 856.86 , 956.32 ," 1,060.33 "," 1,111.39 "," 1,188.13 "," 1,271.28 "," 1,339.55 "," 1,799.54 "," 4,371.82 "," 17,675.94 ", 990.25 ," 1,171.39 "," 1,199.00 "," 1,271.45 "," 1,415.35 "," 1,521.31 "," 1,564.32 "," 1,567.88 "," 2,127.18 "," 4,847.83 ",14.4,7.8,4.5,21.2,17.5,10.8,16.7,12.5,9.4,12.0,19.2,20.5,38.6,36.7,25.4,19.9,27.4,28.0,23.1,17.1,18.2,10.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION XII - SOCCSKSARGEN1/," 260,117.86 "," 8,571.95 "," 11,887.88 "," 14,181.78 "," 15,601.82 "," 18,048.87 "," 20,771.23 "," 22,792.72 "," 26,961.41 "," 34,735.64 "," 86,564.53 "," 268,925.14 "," 10,602.80 "," 12,984.09 "," 15,179.96 "," 16,962.16 "," 18,714.48 "," 20,743.47 "," 23,741.64 "," 29,343.83 "," 37,134.75 "," 83,517.96 "," 321,421.30 "," 13,138.57 "," 15,792.76 "," 17,793.96 "," 19,829.66 "," 21,833.60 "," 24,219.45 "," 28,662.83 "," 33,371.18 "," 41,310.92 "," 105,468.39 ",3.39,23.69,9.22,7.04,8.72,3.69,-0.13,4.16,8.84,6.91,-3.52,19.5,23.9,21.6,17.2,16.9,16.7,16.8,20.7,13.7,11.3,26.3
Cotabato (North Cotabato)," 92,071.28 "," 3,019.20 "," 3,820.52 "," 4,631.19 "," 4,964.61 "," 5,736.39 "," 6,866.66 "," 7,653.46 "," 8,612.27 "," 11,155.32 "," 35,611.66 "," 88,254.69 "," 4,189.09 "," 4,702.09 "," 5,233.16 "," 6,019.38 "," 6,304.08 "," 6,843.54 "," 7,923.39 "," 9,679.93 "," 11,990.15 "," 25,369.87 "," 107,152.02 "," 4,135.02 "," 5,362.60 "," 6,114.63 "," 6,764.19 "," 7,494.88 "," 8,309.22 "," 9,626.89 "," 10,949.55 "," 14,202.64 "," 34,192.40 ",-4.15,38.75,23.07,13.00,21.25,9.90,-0.34,3.53,12.40,7.48,-28.76,21.4,-1.3,14.1,16.8,12.4,18.9,21.4,21.5,13.1,18.5,34.8
South Cotabato (Excluding City of General Santos)," 63,084.72 "," 2,193.88 "," 2,898.34 "," 3,537.93 "," 3,899.10 "," 4,229.79 "," 4,828.25 "," 5,305.57 "," 6,418.15 "," 8,621.85 "," 21,151.84 "," 63,920.56 "," 2,133.08 "," 2,979.92 "," 3,481.02 "," 3,950.99 "," 4,438.96 "," 5,327.82 "," 5,995.76 "," 6,219.21 "," 9,229.46 "," 20,164.33 "," 67,832.69 "," 3,079.20 "," 3,811.30 "," 4,336.58 "," 4,789.40 "," 5,243.74 "," 5,656.07 "," 6,188.35 "," 7,486.74 "," 8,623.23 "," 18,618.09 ",1.32,-2.77,2.81,-1.61,1.33,4.95,10.35,13.01,-3.10,7.05,-4.67,6.1,44.4,27.9,24.6,21.2,18.1,6.2,3.2,20.4,-6.6,-7.7
City of General Santos (Dadiangas)," 44,791.51 "," 1,913.42 "," 2,479.19 "," 2,896.13 "," 3,362.76 "," 3,495.89 "," 3,673.28 "," 4,105.33 "," 5,063.75 "," 6,560.32 "," 11,241.43 "," 51,764.22 "," 1,889.90 "," 2,448.57 "," 2,647.55 "," 3,154.89 "," 3,514.63 "," 3,925.21 "," 4,540.31 "," 5,312.07 "," 6,845.81 "," 17,485.28 "," 57,357.38 "," 2,657.28 "," 3,200.86 "," 3,611.92 "," 3,749.73 "," 4,309.01 "," 4,841.47 "," 5,389.31 "," 5,995.59 "," 8,429.39 "," 15,172.82 ",15.57,-1.23,-1.24,-8.58,-6.18,0.54,6.86,10.60,4.90,4.35,55.54,10.8,40.6,30.7,36.4,18.9,22.6,23.3,18.7,12.9,23.1,-13.2
Sultan Kudarat," 39,283.23 "," 1,522.08 "," 2,034.14 "," 2,300.74 "," 2,529.43 "," 2,722.58 "," 3,434.43 "," 3,599.58 "," 4,155.86 "," 5,497.15 "," 11,487.23 "," 40,656.13 "," 1,764.69 "," 2,040.74 "," 2,335.87 "," 2,792.99 "," 2,880.11 "," 3,040.37 "," 3,434.35 "," 4,315.63 "," 6,362.85 "," 11,688.52 "," 59,001.84 "," 2,039.48 "," 2,471.58 "," 2,644.35 "," 3,041.38 "," 3,183.45 "," 3,535.28 "," 3,968.13 "," 5,027.70 "," 6,313.84 "," 26,776.65 ",3.49,15.94,0.32,1.53,10.42,5.79,-11.47,-4.59,3.84,15.75,1.75,45.1,15.6,21.1,13.2,8.9,10.5,16.3,15.5,16.5,-0.8,129.1
Sarangani," 20,887.11 ", 782.25 ," 1,055.27 "," 1,252.96 "," 1,481.60 "," 1,616.77 "," 1,858.70 "," 2,055.93 "," 2,413.95 "," 2,853.93 "," 5,515.75 "," 24,329.54 "," 1,023.80 "," 1,295.75 "," 1,455.24 "," 1,732.21 "," 1,797.41 "," 1,943.20 "," 2,234.91 "," 2,462.02 "," 3,105.39 "," 7,279.60 "," 30,077.37 "," 1,439.22 "," 1,859.49 "," 1,973.75 "," 2,147.51 "," 2,391.76 "," 2,452.29 "," 2,711.89 "," 3,333.05 "," 4,295.39 "," 7,473.03 ",16.48,30.88,22.79,16.14,16.91,11.17,4.55,8.71,1.99,8.81,31.98,23.6,40.6,43.5,35.6,24.0,33.1,26.2,21.3,35.4,38.3,2.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
