"Table 3. Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC: 2018, 2021 and 2023p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region/Province/HUC,2018,,,,,,,,,,,2021,,,,,,,,,,,2023p,,,,,,,,,,,Percent Change (2018 to 2021),,,,,,,,,,,Percent Change (2021 to 2023),,,,,,,,,,
,(In millions),,,,,,,,,,,(In millions),,,,,,,,,,,(In millions),,,,,,,,,,,(In percent),,,,,,,,,,,(In percent),,,,,,,,,,
,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalinga," 15,950.42 ", 605.93 , 749.26 , 857.61 , 964.39 ," 1,029.51 "," 1,129.89 "," 1,389.37 "," 1,722.41 "," 2,241.12 "," 5,260.95 "," 18,713.76 ", 734.24 , 891.57 ," 1,070.56 "," 1,116.41 "," 1,187.68 "," 1,328.19 "," 1,725.99 "," 2,049.70 "," 2,614.05 "," 5,995.37 "," 18,307.71 "," 1,008.72 "," 1,142.43 "," 1,253.13 "," 1,363.26 "," 1,409.71 "," 1,564.84 "," 1,828.26 "," 1,890.83 "," 2,499.14 "," 4,347.41 ",17.3,21.2,19.0,24.8,15.8,15.4,17.6,24.2,19.0,16.6,14.0,-2.2,37.4,28.1,17.1,22.1,18.7,17.8,5.9,-7.8,-4.4,-27.5
Mountain Province," 9,370.27 ", 428.79 , 488.34 , 539.83 , 583.78 , 634.68 , 675.66 , 743.08 ," 1,042.43 "," 1,354.96 "," 2,878.72 "," 10,496.42 ", 508.43 , 626.82 , 673.85 , 736.17 , 770.00 , 832.08 , 953.07 ," 1,090.36 "," 1,362.61 "," 2,943.04 "," 12,292.87 ", 719.16 , 784.68 , 860.39 , 891.84 , 944.31 , 957.45 ," 1,188.46 "," 1,339.21 "," 1,685.43 "," 2,921.92 ",12.0,18.6,28.4,24.8,26.1,21.3,23.2,28.3,4.6,0.6,2.2,17.1,41.5,25.2,27.7,21.2,22.6,15.1,24.7,22.8,23.7,-0.7
Apayao," 6,694.66 ", 239.85 , 333.39 , 379.15 , 418.52 , 454.31 , 511.33 , 583.22 , 690.81 , 959.45 ," 2,124.62 "," 8,605.46 ", 405.15 , 504.13 , 538.89 , 601.86 , 639.17 , 695.38 , 731.17 , 854.88 ," 1,212.46 "," 2,422.37 "," 10,762.60 ", 495.80 , 566.82 , 608.21 , 670.29 , 738.99 , 751.26 ," 1,010.32 "," 1,128.88 "," 1,406.27 "," 3,385.75 ",28.5,68.9,51.2,42.1,43.8,40.7,36.0,25.4,23.8,26.4,14.0,25.1,22.4,12.4,12.9,11.4,15.6,8.0,38.2,32.1,16.0,39.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION I - ILOCOS REGION," 348,096.66 "," 16,594.67 "," 20,719.85 "," 22,609.04 "," 25,406.42 "," 24,970.35 "," 29,926.07 "," 32,401.88 "," 37,542.77 "," 49,936.34 "," 87,989.27 "," 387,243.14 "," 16,270.55 "," 22,044.92 "," 23,866.97 "," 26,533.85 "," 28,978.88 "," 31,395.00 "," 34,672.24 "," 42,234.41 "," 56,662.59 "," 104,583.75 "," 443,817.42 "," 20,800.51 "," 25,405.33 "," 29,636.14 "," 31,682.27 "," 35,946.23 "," 39,440.83 "," 42,646.17 "," 49,819.00 "," 59,085.74 "," 109,355.20 ",11.3,-2.0,6.4,5.6,4.4,16.1,4.9,7.0,12.5,13.5,18.9,14.6,27.8,15.2,24.2,19.4,24.0,25.6,23.0,18.0,4.3,4.6
Ilocos Norte," 48,315.93 "," 2,322.36 "," 2,786.09 "," 3,190.68 "," 3,536.61 "," 3,746.34 "," 3,846.50 "," 4,671.41 "," 5,448.41 "," 6,538.52 "," 12,229.00 "," 55,373.29 "," 3,018.59 "," 3,890.69 "," 3,957.98 "," 3,969.04 "," 4,341.26 "," 4,940.29 "," 5,088.10 "," 5,641.89 "," 6,978.20 "," 13,547.24 "," 69,671.55 "," 4,711.89 "," 5,421.01 "," 5,616.83 "," 6,009.98 "," 6,244.35 "," 6,388.00 "," 7,142.43 "," 6,819.18 "," 7,552.85 "," 13,765.02 ",14.6,30.0,39.7,24.1,12.2,15.9,28.4,8.9,3.6,6.7,10.8,25.8,56.1,39.3,41.9,51.4,43.8,29.3,40.4,20.9,8.2,1.6
Ilocos Sur," 47,618.66 "," 2,035.32 "," 2,552.97 "," 2,794.05 "," 3,291.27 "," 3,486.97 "," 4,000.15 "," 4,581.29 "," 5,230.05 "," 6,942.35 "," 12,704.25 "," 54,075.55 "," 2,141.28 "," 2,754.67 "," 3,094.63 "," 3,334.98 "," 3,908.27 "," 4,343.13 "," 4,907.43 "," 6,360.82 "," 8,284.18 "," 14,946.17 "," 61,961.57 "," 2,940.29 "," 3,767.09 "," 4,258.43 "," 4,365.73 "," 4,833.03 "," 5,421.32 "," 6,178.08 "," 6,635.85 "," 8,293.15 "," 15,268.60 ",13.6,5.2,7.9,10.8,1.3,12.1,8.6,7.1,21.6,19.3,17.7,14.6,37.3,36.8,37.6,30.9,23.7,24.8,25.9,4.3,0.1,2.2
La Union," 64,064.71 "," 2,762.85 "," 3,319.11 "," 3,908.56 "," 4,324.15 "," 4,724.42 "," 5,362.52 "," 5,982.10 "," 6,504.80 "," 9,790.56 "," 17,385.64 "," 65,716.60 "," 2,687.57 "," 3,482.65 "," 3,973.26 "," 4,106.44 "," 4,559.00 "," 5,482.32 "," 5,972.47 "," 7,543.84 "," 10,562.03 "," 17,347.04 "," 81,591.39 "," 3,372.36 "," 4,273.21 "," 4,941.37 "," 5,321.72 "," 5,923.39 "," 7,053.47 "," 7,992.03 "," 9,198.04 "," 11,806.84 "," 21,708.95 ",2.6,-2.7,4.9,1.7,-5.0,-3.5,2.2,-0.2,16.0,7.9,-0.2,24.2,25.5,22.7,24.4,29.6,29.9,28.7,33.8,21.9,11.8,25.2
Pangasinan," 188,097.36 "," 9,770.43 "," 12,052.69 "," 13,475.33 "," 13,965.56 "," 14,165.03 "," 15,841.80 "," 18,118.00 "," 18,931.92 "," 26,502.81 "," 45,273.79 "," 212,077.71 "," 9,158.39 "," 11,974.72 "," 13,741.59 "," 14,532.41 "," 15,727.70 "," 17,639.32 "," 19,306.11 "," 20,740.80 "," 29,024.28 "," 60,232.38 "," 230,592.91 "," 11,539.94 "," 14,958.38 "," 14,923.38 "," 17,909.92 "," 18,001.54 "," 20,975.38 "," 21,482.82 "," 23,738.63 "," 30,953.32 "," 56,109.60 ",12.8,-6.3,-0.7,2.0,4.1,11.0,11.4,6.6,9.6,9.5,33.0,8.7,26.0,24.9,8.6,23.2,14.5,18.9,11.3,14.5,6.7,-6.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION II - CAGAYAN VALLEY," 225,944.52 "," 8,825.97 "," 11,540.87 "," 13,107.55 "," 14,549.75 "," 16,707.00 "," 17,601.34 "," 20,996.35 "," 25,006.66 "," 31,586.18 "," 66,022.84 "," 260,480.16 "," 10,625.43 "," 13,494.96 "," 15,383.78 "," 16,648.06 "," 18,245.72 "," 20,073.37 "," 22,666.08 "," 26,920.05 "," 36,863.04 "," 79,559.68 "," 287,625.50 "," 14,508.10 "," 17,996.76 "," 19,241.78 "," 20,823.24 "," 22,475.52 "," 24,531.24 "," 26,788.68 "," 31,892.21 "," 39,082.67 "," 70,285.28 ",15.3,20.4,16.9,17.4,14.4,9.2,14.0,8.0,7.7,16.7,20.5,10.4,36.5,33.4,25.1,25.1,23.2,22.2,18.2,18.5,6.0,-11.7
Batanes," 1,912.73 ", 84.69 , 107.00 , 114.46 , 124.88 , 128.82 , 148.95 , 179.38 , 205.79 , 276.30 , 542.45 ," 2,483.16 ", 97.48 , 140.36 , 154.83 , 133.00 , 189.10 , 228.39 , 258.21 , 268.09 , 410.98 , 602.73 ," 2,469.54 ", 101.36 , 137.92 , 174.92 , 167.17 , 180.94 , 210.82 , 226.34 , 270.69 , 365.79 , 633.60 ,29.8,15.1,31.2,35.3,6.5,46.8,53.3,44.0,30.3,48.7,11.1,-0.6,4.0,-1.7,13.0,25.7,-4.3,-7.7,-12.3,1.0,-11.0,5.1
Cagayan," 80,635.06 "," 3,004.87 "," 3,823.62 "," 4,656.65 "," 5,117.68 "," 5,921.02 "," 6,460.78 "," 7,731.95 "," 9,349.09 "," 11,827.40 "," 22,742.00 "," 86,833.08 "," 3,843.27 "," 4,588.60 "," 5,088.12 "," 6,175.55 "," 6,214.12 "," 6,573.50 "," 7,536.42 "," 9,551.83 "," 12,720.30 "," 24,541.39 "," 101,392.29 "," 4,687.22 "," 6,014.72 "," 6,748.96 "," 6,824.69 "," 7,621.64 "," 8,654.43 "," 9,019.10 "," 11,002.32 "," 13,426.19 "," 27,393.03 ",7.7,27.9,20.0,9.3,20.7,5.0,1.7,-2.5,2.2,7.6,7.9,16.8,22.0,31.1,32.6,10.5,22.7,31.7,19.7,15.2,5.6,11.6
Isabela," 94,120.41 "," 3,887.29 "," 5,343.77 "," 5,705.15 "," 6,193.89 "," 7,181.70 "," 7,567.59 "," 8,331.02 "," 10,130.75 "," 12,632.16 "," 27,147.10 "," 120,811.82 "," 4,529.05 "," 5,797.67 "," 7,023.41 "," 7,223.72 "," 8,325.14 "," 9,032.70 "," 10,107.81 "," 11,802.56 "," 16,381.11 "," 40,588.66 "," 127,976.88 "," 6,922.26 "," 8,470.13 "," 8,752.04 "," 9,697.30 "," 10,342.74 "," 11,001.55 "," 12,314.68 "," 14,317.06 "," 18,014.85 "," 28,144.26 ",28.4,16.5,8.5,23.1,16.6,15.9,19.4,21.3,16.5,29.7,49.5,5.9,52.8,46.1,24.6,34.2,24.2,21.8,21.8,21.3,10.0,-30.7
Nueva Vizcaya," 36,531.22 "," 1,392.07 "," 1,764.85 "," 1,983.72 "," 2,314.16 "," 2,812.21 "," 2,770.00 "," 3,318.15 "," 4,028.38 "," 5,286.13 "," 10,861.54 "," 35,394.13 "," 1,557.79 "," 2,023.83 "," 2,212.65 "," 2,459.04 "," 2,591.67 "," 2,856.35 "," 3,374.16 "," 3,971.41 "," 4,868.99 "," 9,478.24 "," 40,791.86 "," 2,203.22 "," 2,502.46 "," 2,660.76 "," 3,031.42 "," 3,258.92 "," 3,465.70 "," 4,045.03 "," 4,482.50 "," 5,092.64 "," 10,049.21 ",-3.1,11.9,14.7,11.5,6.3,-7.8,3.1,1.7,-1.4,-7.9,-12.7,15.3,41.4,23.7,20.3,23.3,25.8,21.3,19.9,12.9,4.6,6.0
Quirino," 12,745.10 ", 521.85 , 637.80 , 713.02 , 777.37 , 906.60 , 923.98 ," 1,044.04 "," 1,239.52 "," 1,579.59 "," 4,401.35 "," 14,957.96 ", 674.45 , 789.34 , 879.14 ," 1,030.55 "," 1,125.16 "," 1,147.45 "," 1,272.68 "," 1,626.55 "," 2,089.93 "," 4,322.72 "," 14,994.93 ", 726.54 , 830.72 , 928.47 , 943.91 ," 1,182.19 "," 1,164.04 "," 1,327.76 "," 1,680.78 "," 2,049.76 "," 4,160.75 ",17.4,29.2,23.8,23.3,32.6,24.1,24.2,21.9,31.2,32.3,-1.8,0.3,7.7,5.2,5.6,-8.4,5.1,1.5,4.3,3.3,-1.9,-3.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION III - CENTRAL LUZON," 929,598.30 "," 40,704.13 "," 53,981.85 "," 61,209.20 "," 68,448.76 "," 74,945.19 "," 85,259.16 "," 92,157.39 "," 105,258.82 "," 127,463.19 "," 220,170.62 "," 982,521.54 "," 45,272.97 "," 58,542.73 "," 67,233.02 "," 71,139.71 "," 80,694.12 "," 90,308.70 "," 98,768.22 "," 113,102.82 "," 134,972.99 "," 222,486.26 "," 1,172,048.83 "," 62,324.78 "," 78,402.18 "," 88,461.46 "," 95,915.16 "," 102,489.34 "," 112,017.76 "," 122,421.89 "," 134,118.59 "," 153,606.87 "," 222,290.80 ",5.7,11.2,8.5,9.8,3.9,7.7,5.9,7.2,7.5,5.9,1.1,19.3,37.7,33.9,31.6,34.8,27.0,24.0,24.0,18.6,13.8,-0.1
Aurora," 14,727.37 ", 613.60 , 727.45 , 861.82 , 870.65 , 944.17 , 996.03 ," 1,089.40 "," 1,606.70 "," 2,217.29 "," 4,800.27 "," 15,420.13 ", 615.34 , 772.23 , 911.73 ," 1,000.28 "," 1,072.69 "," 1,196.01 "," 1,431.43 "," 1,595.95 "," 2,103.14 "," 4,721.34 "," 17,467.09 ", 840.35 ," 1,015.84 "," 1,090.25 "," 1,108.23 "," 1,271.27 "," 1,341.30 "," 1,429.71 "," 1,808.66 "," 2,374.78 "," 5,186.72 ",4.7,0.3,6.2,5.8,14.9,13.6,20.1,31.4,-0.7,-5.2,-1.6,13.3,36.6,31.6,19.6,10.8,18.5,12.2,-0.1,13.3,12.9,9.9
Bataan," 74,626.73 "," 2,960.18 "," 4,007.20 "," 4,614.35 "," 5,231.80 "," 6,113.36 "," 6,483.69 "," 6,840.08 "," 8,444.53 "," 9,551.95 "," 20,379.59 "," 76,371.47 "," 2,889.87 "," 4,054.09 "," 4,705.24 "," 5,218.69 "," 5,561.95 "," 6,382.95 "," 7,075.05 "," 8,559.97 "," 9,471.29 "," 22,452.36 "," 83,190.70 "," 3,663.45 "," 4,612.39 "," 5,101.35 "," 6,257.03 "," 6,880.33 "," 7,385.34 "," 7,945.03 "," 9,469.98 "," 11,637.52 "," 20,238.28 ",2.3,-2.4,1.2,2.0,-0.3,-9.0,-1.6,3.4,1.4,-0.8,10.2,8.9,26.8,13.8,8.4,19.9,23.7,15.7,12.3,10.6,22.9,-9.9
Bulacan," 289,140.33 "," 13,347.37 "," 16,170.30 "," 19,603.63 "," 21,732.12 "," 24,108.05 "," 27,779.06 "," 27,796.07 "," 31,916.33 "," 42,411.01 "," 64,276.40 "," 301,231.77 "," 13,696.51 "," 19,038.71 "," 20,477.30 "," 21,213.87 "," 25,647.67 "," 26,006.34 "," 30,471.34 "," 33,663.69 "," 41,397.88 "," 69,618.47 "," 342,693.71 "," 19,188.78 "," 23,684.81 "," 26,399.89 "," 28,168.57 "," 28,215.41 "," 33,627.41 "," 36,692.92 "," 38,859.48 "," 46,692.62 "," 61,163.82 ",4.2,2.6,17.7,4.5,-2.4,6.4,-6.4,9.6,5.5,-2.4,8.3,13.8,40.1,24.4,28.9,32.8,10.0,29.3,20.4,15.4,12.8,-12.1
Nueva Ecija," 165,534.08 "," 6,864.40 "," 8,628.78 "," 9,538.76 "," 10,806.35 "," 12,333.21 "," 13,045.16 "," 14,603.62 "," 17,431.09 "," 24,036.77 "," 48,245.94 "," 153,064.11 "," 7,913.22 "," 9,155.88 "," 9,983.68 "," 11,449.88 "," 12,792.84 "," 13,588.87 "," 15,138.33 "," 16,188.33 "," 20,590.88 "," 36,262.20 "," 194,488.54 "," 11,480.74 "," 13,683.66 "," 14,776.88 "," 16,578.20 "," 16,799.76 "," 18,761.34 "," 19,950.40 "," 22,610.58 "," 23,756.34 "," 36,090.64 ",-7.5,15.3,6.1,4.7,6.0,3.7,4.2,3.7,-7.1,-14.3,-24.8,27.1,45.1,49.5,48.0,44.8,31.3,38.1,31.8,39.7,15.4,-0.5
Pampanga (Excluding City of Angeles)," 186,598.49 "," 11,025.36 "," 13,280.67 "," 14,567.20 "," 16,014.04 "," 16,386.91 "," 17,921.42 "," 17,929.12 "," 19,813.78 "," 24,561.50 "," 35,098.49 "," 208,224.49 "," 12,836.63 "," 14,281.04 "," 14,939.41 "," 18,069.98 "," 18,017.38 "," 20,090.63 "," 21,338.51 "," 23,676.55 "," 26,576.93 "," 38,397.42 "," 251,756.60 "," 16,335.87 "," 18,777.17 "," 20,174.45 "," 22,525.39 "," 21,067.45 "," 24,400.81 "," 26,185.87 "," 27,841.23 "," 30,527.82 "," 43,920.54 ",11.6,16.4,7.5,2.6,12.8,10.0,12.1,19.0,19.5,8.2,9.4,20.9,27.3,31.5,35.0,24.7,16.9,21.5,22.7,17.6,14.9,14.4
City of Angeles," 39,223.47 "," 2,354.89 "," 2,710.55 "," 2,890.25 "," 3,244.12 "," 3,542.74 "," 3,573.39 "," 4,073.35 "," 4,388.53 "," 4,835.36 "," 7,610.29 "," 56,827.90 "," 3,435.55 "," 3,815.46 "," 4,256.86 "," 4,407.98 "," 5,035.15 "," 5,289.04 "," 5,551.37 "," 6,160.52 "," 6,786.25 "," 12,089.72 "," 69,727.85 "," 4,790.08 "," 5,672.65 "," 5,843.41 "," 6,195.45 "," 6,770.01 "," 6,937.27 "," 7,303.45 "," 7,785.74 "," 8,178.31 "," 10,251.47 ",44.9,45.9,40.8,47.3,35.9,42.1,48.0,36.3,40.4,40.4,58.9,22.7,39.4,48.7,37.3,40.6,34.5,31.2,31.6,26.4,20.5,-15.2
Tarlac," 91,533.05 "," 4,231.54 "," 5,327.98 "," 6,496.71 "," 6,466.49 "," 7,405.57 "," 7,916.90 "," 9,239.00 "," 10,547.86 "," 13,060.01 "," 20,841.00 "," 107,978.41 "," 5,397.04 "," 6,497.31 "," 7,184.48 "," 8,173.06 "," 8,117.40 "," 9,527.58 "," 10,801.66 "," 12,190.41 "," 15,315.64 "," 24,773.83 "," 134,488.68 "," 6,617.01 "," 9,334.00 "," 10,067.02 "," 10,914.86 "," 11,876.29 "," 12,847.06 "," 12,848.77 "," 14,509.09 "," 18,206.08 "," 27,268.50 ",18.0,27.5,22.0,10.6,26.4,9.6,20.3,16.9,15.6,17.3,18.9,24.6,22.6,43.7,40.1,33.6,46.3,34.8,19.0,19.0,18.9,10.1
Zambales (Excluding City of Olongapo)," 45,949.56 "," 1,936.71 "," 2,672.41 "," 2,950.40 "," 3,119.70 "," 3,333.45 "," 4,066.04 "," 4,757.47 "," 5,337.52 "," 6,511.52 "," 11,264.34 "," 42,752.79 "," 2,308.95 "," 2,522.44 "," 2,911.45 "," 3,143.70 "," 3,492.34 "," 3,715.66 "," 4,233.61 "," 4,568.97 "," 6,227.76 "," 9,627.91 "," 53,999.20 "," 3,028.96 "," 3,585.27 "," 4,008.02 "," 4,321.68 "," 4,762.56 "," 4,842.27 "," 6,020.65 "," 5,964.70 "," 6,981.47 "," 10,483.62 ",-7.0,19.2,-5.6,-1.3,0.8,4.8,-8.6,-11.0,-14.4,-4.4,-14.5,26.3,31.2,42.1,37.7,37.5,36.4,30.3,42.2,30.6,12.1,8.9
City of Olongapo," 22,265.22 "," 1,131.24 "," 1,421.29 "," 1,591.07 "," 1,578.96 "," 1,869.60 "," 2,193.13 "," 2,316.67 "," 2,603.01 "," 2,842.26 "," 4,717.99 "," 20,650.47 "," 1,125.59 "," 1,364.91 "," 1,498.35 "," 1,620.30 "," 1,906.31 "," 1,918.49 "," 2,229.36 "," 2,370.30 "," 2,571.14 "," 4,045.72 "," 24,236.46 "," 1,275.60 "," 1,597.58 "," 1,722.11 "," 2,085.23 "," 2,162.14 "," 2,230.99 "," 2,552.52 "," 2,554.26 "," 3,106.78 "," 4,949.24 ",-7.3,-0.5,-4.0,-5.8,2.6,2.0,-12.5,-3.8,-8.9,-9.5,-14.3,17.4,13.3,17.1,14.9,28.7,13.4,16.3,14.5,7.8,20.8,22.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION IVA - CALABARZON," 1,444,428.65 "," 54,781.78 "," 74,341.12 "," 87,897.35 "," 98,515.50 "," 114,417.39 "," 128,966.66 "," 146,255.85 "," 168,480.23 "," 209,917.92 "," 360,854.86 "," 1,473,719.35 "," 61,298.83 "," 80,857.00 "," 93,968.81 "," 108,809.40 "," 118,461.02 "," 135,159.05 "," 149,952.62 "," 173,252.10 "," 202,523.93 "," 349,436.59 "," 1,835,949.76 "," 80,670.76 "," 100,678.60 "," 117,182.10 "," 131,639.23 "," 147,110.00 "," 162,806.73 "," 189,844.33 "," 210,363.29 "," 256,395.36 "," 439,259.36 ",2.0,11.9,8.8,6.9,10.5,3.5,4.8,2.5,2.8,-3.5,-3.2,24.6,31.6,24.5,24.7,21.0,24.2,20.5,26.6,21.4,26.6,25.7
Batangas," 245,525.68 "," 10,695.71 "," 12,515.48 "," 15,720.82 "," 16,173.37 "," 19,888.30 "," 21,272.83 "," 22,652.89 "," 27,584.76 "," 35,574.04 "," 63,447.48 "," 270,317.58 "," 13,491.75 "," 15,926.96 "," 18,281.64 "," 19,775.34 "," 20,659.39 "," 25,011.22 "," 26,880.54 "," 34,258.81 "," 34,933.99 "," 61,097.96 "," 327,130.55 "," 15,812.56 "," 18,803.46 "," 21,804.79 "," 24,124.34 "," 27,332.17 "," 28,811.43 "," 31,639.43 "," 37,867.52 "," 44,228.13 "," 76,706.73 ",10.1,26.1,27.3,16.3,22.3,3.9,17.6,18.7,24.2,-1.8,-3.7,21.0,17.2,18.1,19.3,22.0,32.3,15.2,17.7,10.5,26.6,25.6
Cavite," 391,492.64 "," 16,117.17 "," 23,321.84 "," 26,593.72 "," 27,944.31 "," 31,693.93 "," 38,671.54 "," 39,938.19 "," 48,075.92 "," 55,236.85 "," 83,899.16 "," 426,816.26 "," 18,926.84 "," 24,877.93 "," 29,622.38 "," 32,946.00 "," 36,300.78 "," 38,078.24 "," 43,195.63 "," 46,207.20 "," 56,578.75 "," 100,082.52 "," 527,020.97 "," 25,575.28 "," 33,277.06 "," 35,966.51 "," 39,130.95 "," 44,609.95 "," 51,832.31 "," 52,854.20 "," 57,280.39 "," 76,099.32 "," 110,395.01 ",9.0,17.4,6.7,11.4,17.9,14.5,-1.5,8.2,-3.9,2.4,19.3,23.5,35.1,33.8,21.4,18.8,22.9,36.1,22.4,24.0,34.5,10.3
Laguna," 344,571.35 "," 13,051.98 "," 18,221.79 "," 20,325.42 "," 25,085.78 "," 27,496.58 "," 30,374.50 "," 34,663.55 "," 42,149.40 "," 50,780.31 "," 82,422.04 "," 326,574.32 "," 14,014.76 "," 18,402.11 "," 22,174.15 "," 24,572.53 "," 26,591.21 "," 30,778.49 "," 35,469.85 "," 39,439.60 "," 45,302.00 "," 69,829.63 "," 440,820.18 "," 20,268.14 "," 25,889.19 "," 28,537.96 "," 32,799.71 "," 35,510.49 "," 42,435.89 "," 43,380.88 "," 51,280.57 "," 58,380.15 "," 102,337.19 ",-5.2,7.4,1.0,9.1,-2.1,-3.3,1.3,2.3,-6.4,-10.8,-15.3,35.0,44.6,40.7,28.7,33.5,33.5,37.9,22.3,30.0,28.9,46.6
Quezon (Excluding City of Lucena)," 105,870.62 "," 4,739.06 "," 5,987.20 "," 6,970.13 "," 7,203.80 "," 8,103.12 "," 8,451.44 "," 9,884.88 "," 11,712.30 "," 14,244.78 "," 28,573.92 "," 105,817.25 "," 4,796.60 "," 6,300.99 "," 6,944.43 "," 7,537.52 "," 7,933.01 "," 8,672.98 "," 10,094.18 "," 11,324.58 "," 14,262.63 "," 27,950.32 "," 122,275.35 "," 7,148.38 "," 8,407.99 "," 8,616.78 "," 9,397.29 "," 9,531.77 "," 10,208.91 "," 11,630.54 "," 13,607.76 "," 14,819.26 "," 28,906.68 ",-0.1,1.2,5.2,-0.4,4.6,-2.1,2.6,2.1,-3.3,0.1,-2.2,15.6,49.0,33.4,24.1,24.7,20.2,17.7,15.2,20.2,3.9,3.4
City of Lucena," 23,064.57 "," 1,043.15 "," 1,219.79 "," 1,579.76 "," 1,538.79 "," 1,770.62 "," 1,890.71 "," 2,131.37 "," 3,033.83 "," 3,538.47 "," 5,318.08 "," 21,943.32 "," 1,039.30 "," 1,312.24 "," 1,291.04 "," 1,492.04 "," 1,644.74 "," 1,932.87 "," 2,112.32 "," 2,467.61 "," 2,859.45 "," 5,791.72 "," 24,776.36 "," 1,390.04 "," 1,629.41 "," 1,743.22 "," 1,899.58 "," 2,115.90 "," 2,304.01 "," 2,439.65 "," 2,532.32 "," 3,439.64 "," 5,282.60 ",-4.9,-0.4,7.6,-18.3,-3.0,-7.1,2.2,-0.9,-18.7,-19.2,8.9,12.9,33.8,24.2,35.0,27.3,28.7,19.2,15.5,2.6,20.3,-8.8
Rizal," 333,903.80 "," 13,703.73 "," 18,250.45 "," 20,804.79 "," 22,669.76 "," 25,312.35 "," 29,400.40 "," 31,899.29 "," 35,762.28 "," 46,075.02 "," 90,025.73 "," 322,250.62 "," 15,356.55 "," 18,889.84 "," 21,328.70 "," 23,396.67 "," 26,240.96 "," 27,043.22 "," 32,114.31 "," 34,946.29 "," 44,667.49 "," 78,266.59 "," 393,926.36 "," 16,888.04 "," 20,830.74 "," 24,165.49 "," 27,081.26 "," 28,256.09 "," 31,842.80 "," 40,224.12 "," 44,402.91 "," 52,516.61 "," 107,718.31 ",-3.5,12.1,3.5,2.5,3.2,3.7,-8.0,0.7,-2.3,-3.1,-13.1,22.2,10.0,10.3,13.3,15.8,7.7,17.8,25.3,27.1,17.6,37.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAROPA REGION," 189,684.30 "," 8,121.15 "," 10,336.37 "," 11,338.73 "," 12,140.92 "," 13,262.76 "," 14,480.21 "," 16,642.00 "," 19,611.39 "," 25,744.75 "," 58,006.00 "," 200,723.78 "," 8,366.80 "," 10,452.19 "," 11,893.46 "," 12,792.05 "," 14,221.78 "," 15,697.46 "," 17,357.48 "," 20,732.94 "," 28,904.36 "," 60,305.26 "," 219,015.17 "," 9,526.67 "," 12,795.43 "," 13,356.05 "," 14,099.56 "," 16,100.53 "," 17,052.97 "," 19,062.68 "," 22,951.97 "," 28,244.71 "," 65,824.60 ",5.8,3.0,1.1,4.9,5.4,7.2,8.4,4.3,5.7,12.3,4.0,9.1,13.9,22.4,12.3,10.2,13.2,8.6,9.8,10.7,-2.3,9.2
Marinduque," 13,929.42 ", 633.02 , 768.73 , 863.27 , 952.10 , 954.78 ," 1,047.45 "," 1,189.31 "," 1,532.68 "," 1,943.16 "," 4,044.93 "," 13,151.60 ", 682.49 , 776.24 , 828.61 , 944.59 , 941.58 ," 1,089.89 "," 1,219.86 "," 1,308.57 "," 1,910.66 "," 3,449.11 "," 16,627.80 ", 919.32 ," 1,033.96 "," 1,117.38 "," 1,235.47 "," 1,192.88 "," 1,298.28 "," 1,484.08 "," 1,700.70 "," 2,161.66 "," 4,484.07 ",-5.6,7.8,1.0,-4.0,-0.8,-1.4,4.1,2.6,-14.6,-1.7,-14.7,26.4,34.7,33.2,34.9,30.8,26.7,19.1,21.7,30.0,13.1,30.0
