year,area,poverty_threshold_per_capita,family_income,family_expenditure,poverty_gap,expenditure_ratio,new_poor_flag,source_file
2018.0,Abra,25814,237610.0,167690.0,211796.0,0.7057362905601616,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Agusan Del Norte (Excluding City of Butuan),25814,206840.0,164300.0,181026.0,0.7943337845677818,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Agusan Del Sur,25814,229720.0,174220.0,203906.0,0.7584015323001916,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Aklan,25814,271560.0,224940.0,245746.0,0.8283252319929297,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Albay,25814,255120.0,202870.0,229306.0,0.7951944183129508,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Antique,25814,244710.0,160390.0,218896.0,0.6554288749948919,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Apayao,25814,250230.0,160700.0,224416.0,0.6422091675658395,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Aurora,25814,284410.0,224210.0,258596.0,0.7883337435392567,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023),25814,166930.0,131210.0,141116.0,0.7860180914155634,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Basilan,25814,137230.0,123670.0,111416.0,0.9011877869270568,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Bataan,25814,397360.0,306560.0,371546.0,0.7714918461848198,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Batanes,25814,373000.0,238790.0,347186.0,0.6401876675603217,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Batangas,25814,360560.0,249380.0,334746.0,0.6916463279343243,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Benguet (Excluding City of Baguio),25814,355210.0,230120.0,329396.0,0.6478421215618929,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Biliran,25814,265900.0,225710.0,240086.0,0.8488529522376833,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Bohol,25814,293830.0,201060.0,268016.0,0.6842732192083858,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Bukidnon,25814,224220.0,140820.0,198406.0,0.6280438854696281,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Bulacan,25814,356940.0,281100.0,331126.0,0.7875273155152126,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,CAR - CORDILLERA ADMINISTRATIVE REGION,25814,353920.0,230290.0,328106.0,0.6506837703435805,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,CARAGA,25814,242750.0,186800.0,216936.0,0.7695159629248197,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Cagayan,25814,281030.0,181560.0,255216.0,0.646052022915703,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Camarines Norte,25814,211170.0,178920.0,185356.0,0.8472794431027134,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Camarines Sur,25814,249700.0,206700.0,223886.0,0.8277933520224269,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Camiguin,25814,244830.0,192990.0,219016.0,0.7882612424947923,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Capiz,25814,233930.0,198650.0,208116.0,0.8491856538280682,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Catanduanes,25814,251030.0,202120.0,225216.0,0.8051627295542365,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Cavite,25814,394680.0,338350.0,368866.0,0.8572767811898246,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Cebu (Excluding the Cities of Cebu Lapu-Lapu and Mandaue),25814,273260.0,188180.0,247446.0,0.6886481739003147,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Angeles,25814,398260.0,328330.0,372446.0,0.8244111886707176,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Bacolod,25814,364550.0,285700.0,338736.0,0.7837059388286929,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Baguio,25814,499480.0,330920.0,473666.0,0.6625290301913991,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Butuan,25814,294430.0,231830.0,268616.0,0.787385796284346,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Cagayan de Oro,25814,362430.0,261920.00000000003,336616.0,0.7226774825483543,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Caloocan,25814,371460.0,293980.0,345646.0,0.7914176492758305,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Cebu,25814,447020.0,274860.0,421206.0,0.6148718178157577,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Davao,25814,341910.0,251070.0,316096.0,0.7343160480828288,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of General Santos (Dadiangas),25814,285490.0,231360.0,259676.0,0.8103961609863743,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Iligan,25814,286190.0,198880.0,260376.0,0.6949229532827842,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Iloilo,25814,450810.0,302500.0,424996.0,0.6710143963088663,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Lapu-Lapu (Opon),25814,383110.0,258850.00000000003,357296.0,0.6756545117590249,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Las Piñas,25814,515190.00000000006,403880.0,489376.00000000006,0.783943787728799,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Lucena,25814,363230.0,299050.0,337416.0,0.8233075461828594,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Makati,25814,651400.0,482050.0,625586.0,0.7400214921707092,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Malabon,25814,357800.0,275650.0,331986.0,0.7704024594745668,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Mandaluyong,25814,666560.0,475560.0,640746.0,0.7134541526644264,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Mandaue,25814,349010.0,241440.0,323196.0,0.6917853356637346,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Manila,25814,423150.0,363350.0,397336.0,0.858678955453149,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Marikina,25814,475240.0,392760.0,449426.0,0.8264455853884353,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Muntinlupa,25814,461380.0,368490.0,435566.0,0.7986692097620183,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Navotas,25814,354760.0,264390.0,328946.0,0.7452644041041832,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Olongapo,25814,382060.0,345730.0,356246.0,0.9049102235251008,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Parañaque,25814,521159.99999999994,406220.0,495345.99999999994,0.7794535267480237,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Pasig,25814,451830.0,379120.0,426016.0,0.8390766438704823,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Puerto Princesa,25814,340160.0,228900.0,314346.0,0.6729186265286924,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of San Juan,25814,588490.0,478650.0,562676.0,0.8133528182297065,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Tacloban,25814,391900.0,290880.0,366086.0,0.7422301607552947,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Taguig,25814,428620.0,359990.0,402806.0,0.8398814800989222,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Valenzuela,25814,369330.0,296120.0,343516.0,0.8017761893157881,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,City of Zamboanga,25814,302840.0,213590.0,277026.0,0.7052899220710607,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Cotabato (North Cotabato),25814,261070.0,174490.0,235256.0,0.6683648063737695,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Cotabato City,25814,231500.0,180840.0,205686.0,0.7811663066954644,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Davao De Oro,25814,218340.0,142860.0,192526.0,0.6543006320417697,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Davao Del Norte,25814,262400.0,187810.0,236586.0,0.7157393292682926,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
2018.0,Davao Del Sur (Excluding City of Davao),25814,252940.0,156630.0,227126.0,0.6192377638965763,0,"Table 1. 2018, 2021 and 2023p Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs.csv, Table 2. 2018, 2021 and 2023p Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC.csv, Table 3. 2018, 2021 and 2023p Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC.csv"
